epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.47135416;0.738433505098025;1e-04;0.4895833432674408;0.6959255387385687
1;0.5208333;0.6997431355218092;1e-04;0.4739583432674408;0.6944484959046046
2;0.5807292;0.6793263144791126;1e-04;0.4791666567325592;0.6905145843823751
3;0.640625;0.6596425784130892;1e-04;0.515625;0.6842803955078125
4;0.63671875;0.6498994901776314;1e-04;0.578125;0.6773220400015513
5;0.65755206;0.6324306093156338;1e-04;0.6302083134651184;0.6703645090262095
6;0.66536456;0.6314310121039549;1e-04;0.6666666865348816;0.6627117196718851
7;0.65755206;0.6326947597165903;1e-04;0.65625;0.6567049523194631
8;0.68880206;0.6124420501291752;1e-04;0.6770833134651184;0.6489716718594233
9;0.69921875;0.6085135551790396;1e-04;0.6770833134651184;0.6427104075749716
10;0.67317706;0.6207910825808843;1e-04;0.6770833134651184;0.6357164680957794
11;0.72265625;0.600644608338674;1e-04;0.6770833134651184;0.6310832351446152
12;0.6875;0.6031419473389784;1e-04;0.6875;0.6271449327468872
13;0.73046875;0.588510716954867;1e-04;0.6979166865348816;0.6223347981770834
14;0.7213542;0.5935087911784649;1e-04;0.6770833134651184;0.6207107802232107
15;0.73828125;0.5799040527393421;1e-04;0.703125;0.6189173658688863
16;0.7213542;0.5803167180468639;1e-04;0.7135416865348816;0.6144712666670481
17;0.75;0.572989867379268;1e-04;0.71875;0.6133443017800649
18;0.7473958;0.5671549501518408;1e-04;0.7083333134651184;0.6088711271683375
19;0.7291667;0.5731607669343551;1e-04;0.71875;0.6050907423098882
20;0.7473958;0.5677119685957829;1e-04;0.7135416865348816;0.605953186750412
21;0.7552083;0.5652053064356247;1e-04;0.71875;0.6035530865192413
22;0.76171875;0.5584211684763432;1e-04;0.7239583134651184;0.6021924515565237
23;0.7708333;0.5575630956639847;1e-04;0.7447916865348816;0.5993930896123251
24;0.7760417;0.542609196777145;1e-04;0.71875;0.5981892645359039
25;0.7708333;0.5413797870278358;1e-04;0.7395833134651184;0.5944195091724396
26;0.7786458;0.5398521758615971;1e-04;0.7291666865348816;0.5930218001206716
27;0.7838542;0.5338716115802526;1e-04;0.7552083134651184;0.5906648983558019
28;0.78125;0.5402518945435683;1e-04;0.75;0.5901004721721014
29;0.7890625;0.5291552077978849;1e-04;0.7604166865348816;0.5878537247578303
30;0.7864583;0.5278943460434675;1e-04;0.765625;0.5850941290458044
31;0.81901044;0.5113729120542606;1e-04;0.7604166865348816;0.582947313785553
32;0.8020833;0.5147500280290842;1e-04;0.78125;0.5812663162748019
33;0.80859375;0.5063428872575363;1e-04;0.765625;0.5794669017195702
34;0.79557294;0.5053595844656229;1e-04;0.765625;0.5765887523690859
35;0.8229167;0.49630353910227615;1e-04;0.7708333134651184;0.5725146333376566
36;0.80859375;0.5020603512724241;1e-04;0.7760416865348816;0.5712300315499306
37;0.8098958;0.49850687198340893;1e-04;0.7864583134651184;0.5684390266736349
38;0.8229167;0.4936657554159562;1e-04;0.7708333134651184;0.5684269815683365
39;0.8203125;0.4867656386146943;1e-04;0.78125;0.5657302886247635
40;0.83203125;0.48543357228239375;1e-04;0.8072916865348816;0.5609516551097234
41;0.8333333;0.47675394639372826;1e-04;0.8020833134651184;0.560024656355381
42;0.82161456;0.4877031339953343;1e-04;0.796875;0.5592438504099846
43;0.82682294;0.47515184556444484;1e-04;0.7916666865348816;0.5562908028562864
44;0.8307292;0.47310181769231957;1e-04;0.78125;0.5569490566849709
45;0.8307292;0.46785904715458554;1e-04;0.8072916865348816;0.5492021143436432
46;0.8463542;0.46554978005588055;1e-04;0.796875;0.5486855258544286
47;0.84765625;0.4538572635501623;1e-04;0.796875;0.5460255866249403
48;0.8463542;0.45689634419977665;1e-04;0.7916666865348816;0.5447110186020533
49;0.83203125;0.4500662460923195;1e-04;0.796875;0.5446069066723188
50;0.8411458;0.45879488438367844;1e-04;0.8125;0.5402805581688881
51;0.85026044;0.4392979672799508;1e-04;0.8177083134651184;0.5368011643489202
52;0.85546875;0.43907884632547695;1e-04;0.8072916865348816;0.5366559152801832
53;0.86328125;0.43855112915237743;1e-04;0.8229166865348816;0.5346901814142863
54;0.8463542;0.4381340512384971;1e-04;0.8177083134651184;0.5299534673492113
55;0.8671875;0.4302927789588769;1e-04;0.8125;0.5268990521629652
56;0.8671875;0.4250642421344916;1e-04;0.8072916865348816;0.528908813993136
57;0.8541667;0.4314290676265955;1e-04;0.8072916865348816;0.5241734360655149
58;0.84375;0.4258989840745926;1e-04;0.8072916865348816;0.52668313930432
59;0.85026044;0.4227981536338727;1e-04;0.8072916865348816;0.5232409785191218
60;0.8776042;0.4138749837875366;1e-04;0.8177083134651184;0.5217511455217997
61;0.8671875;0.4169777911156416;1e-04;0.828125;0.5168216104308764
62;0.88151044;0.40849684240917367;1e-04;0.8229166865348816;0.518926573296388
63;0.87109375;0.40910676804681617;1e-04;0.8229166865348816;0.5133707026640574
64;0.8828125;0.399411719913284;1e-04;0.8072916865348816;0.516406903664271
65;0.87630206;0.3988753358523051;1e-04;0.796875;0.5170503258705139
66;0.8776042;0.3998225691417853;1e-04;0.8072916865348816;0.5144218405087789
67;0.89453125;0.3873310312628746;1e-04;0.8072916865348816;0.5097271849711736
68;0.87890625;0.3929085408647855;1e-04;0.8333333134651184;0.5020991042256355
69;0.87630206;0.3811177300910155;1e-04;0.828125;0.4991607740521431
70;0.88932294;0.37883480576177436;1e-04;0.828125;0.4965712105234464
71;0.8880208;0.3752622840305169;1e-04;0.8177083134651184;0.4994458233316739
72;0.89192706;0.3692008468012015;1e-04;0.8333333134651184;0.48995089282592136
73;0.88411456;0.38234772843619186;1e-04;0.8229166865348816;0.48923763632774353
74;0.89973956;0.37190546033283073;1e-04;0.8229166865348816;0.4880921815832456
75;0.90234375;0.3589316100503008;1e-04;0.8125;0.49067644278208417
76;0.9036458;0.35660508337120217;1e-04;0.8177083134651184;0.4874476542075475
77;0.8880208;0.35811392466227215;1e-04;0.8229166865348816;0.4848260035117467
78;0.91276044;0.3503701379522681;1e-04;0.8333333134651184;0.481704813738664
79;0.90755206;0.34567951659361523;1e-04;0.8385416865348816;0.4753989751140277
80;0.91536456;0.33622915608187515;1e-04;0.828125;0.4797360474864642
81;0.90625;0.3421381826822956;1e-04;0.8333333134651184;0.4713675454258919
82;0.9114583;0.3362245683868726;1e-04;0.84375;0.4695670207341512
83;0.9114583;0.3342014557371537;1e-04;0.8541666865348816;0.4635907784104347
84;0.9010417;0.33543453613917035;1e-04;0.8541666865348816;0.46077242990334827
85;0.90494794;0.3286364087834954;1e-04;0.8333333134651184;0.4657996992270152
86;0.9114583;0.3238968010991812;1e-04;0.8489583134651184;0.4620019868016243
87;0.89192706;0.3457002251719435;1e-04;0.8489583134651184;0.4569704979658127
88;0.9166667;0.3216459744920333;1e-04;0.859375;0.45986230423053104
89;0.92317706;0.31630084104835987;1e-04;0.8541666865348816;0.45915249983469647
90;0.92057294;0.3095325470591585;1e-04;0.8489583134651184;0.4572739029924075
91;0.9322917;0.29826270261158544;1e-04;0.859375;0.45171163727839786
92;0.91015625;0.31967438322802383;1e-04;0.859375;0.4474749838312467
93;0.93619794;0.2955344694977005;1e-04;0.8489583134651184;0.4516996343930562
94;0.93098956;0.3057319236298402;1e-04;0.84375;0.4504482199748357
95;0.9401042;0.2909645593414704;1e-04;0.8489583134651184;0.4505544975399971
96;0.92057294;0.30144715309143066;1e-04;0.859375;0.4381875122586886
97;0.92838544;0.2922134504963954;1e-04;0.8645833134651184;0.43613406519095105
98;0.9244792;0.2934081656858325;1e-04;0.8489583134651184;0.4420549025138219
99;0.9375;0.2898823056990902;1e-04;0.8385416865348816;0.4437479426463445
100;0.9296875;0.28553568571805954;1e-04;0.8697916865348816;0.427740419904391
101;0.9348958;0.285481046885252;1e-04;0.859375;0.4327200676004092
102;0.94661456;0.2661724655578534;1e-04;0.859375;0.4300992041826248
103;0.9296875;0.27869875108202297;1e-04;0.8489583134651184;0.4381167044242223
104;0.93619794;0.2739282436668873;1e-04;0.84375;0.4334060574571292
105;0.95182294;0.26618554536253214;1e-04;0.8697916865348816;0.42014220108588535
106;0.9322917;0.26652643612275523;1e-04;0.8697916865348816;0.41464926799138385
107;0.9401042;0.265168906810383;1e-04;0.8489583134651184;0.41871705651283264
108;0.953125;0.25662852823734283;1e-04;0.859375;0.4158112307389577
109;0.95182294;0.2598537042116125;1e-04;0.8489583134651184;0.4163084626197815
110;0.94921875;0.25138349644839764;1e-04;0.8541666865348816;0.4161146506667137
111;0.9401042;0.25565452377001446;1e-04;0.8541666865348816;0.4184274027744929
112;0.95703125;0.24540712436040243;1e-04;0.8645833134651184;0.4077657063802083
113;0.9322917;0.24989628558978438;1e-04;0.8645833134651184;0.400386909643809
114;0.953125;0.23212325914452472;1e-04;0.8489583134651184;0.41656912863254547
115;0.9375;0.251495186239481;1e-04;0.8541666865348816;0.40621912727753323
116;0.9505208;0.2462049343933662;1e-04;0.859375;0.40377700080474216
117;0.95703125;0.22907828570653996;1e-04;0.859375;0.4002695878346761
118;0.9583333;0.22758516607185206;1e-04;0.859375;0.39546510328849155
119;0.953125;0.23256166946763793;1e-04;0.8385416865348816;0.41332579652468365
120;0.95442706;0.22869954941173395;1e-04;0.8385416865348816;0.4122830058137576
121;0.9505208;0.230430884907643;1e-04;0.8645833134651184;0.3963914215564728
122;0.94661456;0.22516350137690702;1e-04;0.8645833134651184;0.39542828996976215
123;0.95703125;0.22131559966752926;1e-04;0.859375;0.3924686039487521
124;0.95703125;0.21977597971757254;1e-04;0.859375;0.3920717512567838
125;0.9557292;0.21445423271507025;1e-04;0.8645833134651184;0.3825852572917938
126;0.9609375;0.21222520588586727;1e-04;0.8697916865348816;0.3786454275250435
127;0.9453125;0.2212901247354845;1e-04;0.8697916865348816;0.37759731834133464
128;0.9583333;0.20845059724524617;1e-04;0.8697916865348816;0.378580787529548
129;0.9739583;0.2148140105418861;1e-04;0.859375;0.3816632168988387
130;0.9583333;0.20946585200726986;1e-04;0.8645833134651184;0.38259367272257805
131;0.96484375;0.2015007622539997;1e-04;0.8697916865348816;0.3716563644508521
132;0.9661458;0.2050165773058931;1e-04;0.859375;0.3757477117081483
133;0.9583333;0.2045254954136908;1e-04;0.8645833134651184;0.3692120711008708
134;0.9661458;0.19567584758624434;1e-04;0.859375;0.3762461530665557
135;0.97005206;0.193060126931717;1e-04;0.8645833134651184;0.36939645434419316
136;0.9713542;0.1917049246840179;1e-04;0.8645833134651184;0.3659307012955348
137;0.97265625;0.1850782671632866;1e-04;0.8645833134651184;0.36482612788677216
138;0.96875;0.18342662618185082;1e-04;0.8697916865348816;0.36125972991188365
139;0.96875;0.18372409945974746;1e-04;0.8697916865348816;0.3630184270441532
140;0.97265625;0.18328178441151977;1e-04;0.859375;0.3671611013511817
141;0.97005206;0.18440806462119022;1e-04;0.8697916865348816;0.3577209338545799
142;0.9739583;0.17693375004455447;1e-04;0.859375;0.3659687315424283
143;0.97786456;0.17301963828504086;1e-04;0.8541666865348816;0.36856387183070183
144;0.9661458;0.17724869027733803;1e-04;0.8541666865348816;0.36864155406753224
145;0.97265625;0.17990555443490544;1e-04;0.8697916865348816;0.35910022879640263
146;0.97005206;0.17819586504871646;1e-04;0.875;0.3500325332085292
147;0.96744794;0.17531942405427495;1e-04;0.8697916865348816;0.3564200798670451
148;0.98046875;0.1670596992286543;1e-04;0.8697916865348816;0.3543659547964732
149;0.9661458;0.17490288460006317;1e-04;0.8541666865348816;0.36538952713211376
150;0.9739583;0.17116530643155178;1e-04;0.8645833134651184;0.3606357065339883
151;0.97526044;0.16703323181718588;1e-04;0.8697916865348816;0.35537370791037876
152;0.96875;0.17148137092590332;1e-04;0.8697916865348816;0.3501524192591508
153;0.9817708;0.16000881340975562;1e-04;0.8645833134651184;0.34883097435037297
154;0.984375;0.15131321642547846;1e-04;0.8802083134651184;0.3425544835627079
155;0.97786456;0.16507257614284754;1e-04;0.8802083134651184;0.3349841684103012
156;0.96875;0.1660436699166894;1e-04;0.890625;0.3321829065680504
157;0.96484375;0.1612820097555717;1e-04;0.8697916865348816;0.3453640689452489
158;0.9765625;0.149780185893178;1e-04;0.8802083134651184;0.33749644085764885
159;0.9817708;0.13759861808891097;1e-04;0.890625;0.3286590228478114
160;0.98567706;0.14282878395169973;1e-04;0.8854166865348816;0.32679251457254094
161;0.9765625;0.14806271018460393;1e-04;0.8697916865348816;0.342075581351916
162;0.9817708;0.14111728935192028;1e-04;0.8854166865348816;0.32760071009397507
163;0.984375;0.13890164128194252;1e-04;0.8854166865348816;0.3232773132622242
164;0.97786456;0.14106449376170835;1e-04;0.8854166865348816;0.32308656473954517
165;0.98046875;0.14415637931476036;1e-04;0.8854166865348816;0.32727548480033875
166;0.97786456;0.1392138316296041;1e-04;0.875;0.33431122700373334
167;0.984375;0.13145423509801427;1e-04;0.8802083134651184;0.3232817240059376
168;0.98307294;0.1371961891030272;1e-04;0.875;0.33695212254921597
169;0.9791667;0.1387649130386611;1e-04;0.8802083134651184;0.3248634065190951
170;0.9817708;0.13155760755762458;1e-04;0.8854166865348816;0.3158828914165497
171;0.9895833;0.13096938282251358;1e-04;0.875;0.3241807371377945
172;0.9921875;0.13171093390944102;1e-04;0.8854166865348816;0.3154004563887914
173;0.98567706;0.1286415810075899;1e-04;0.8802083134651184;0.32579104726513225
174;0.98046875;0.13032565840209523;1e-04;0.890625;0.3142654572923978
175;0.98046875;0.13058958109468222;1e-04;0.8854166865348816;0.31497976432243985
176;0.984375;0.12347160155574481;1e-04;0.8802083134651184;0.32376346612970036
177;0.984375;0.12353776457409064;1e-04;0.890625;0.3086539606253306
178;0.98307294;0.12600865494459867;1e-04;0.890625;0.3068377027908961
179;0.98567706;0.12357831234112382;1e-04;0.8645833134651184;0.3196928972999255
180;0.984375;0.11943463562056422;1e-04;0.890625;0.31041140978535015
181;0.98307294;0.1208586582603554;1e-04;0.875;0.32315727571646374
182;0.99348956;0.111498038439701;1e-04;0.8802083134651184;0.31399964913725853
183;0.9895833;0.11167978588491678;1e-04;0.8958333134651184;0.3020596206188202
184;0.9895833;0.10959791112691164;1e-04;0.8802083134651184;0.3138040614624818
185;0.9947917;0.10864157470253606;1e-04;0.8802083134651184;0.3145584153632323
186;0.98828125;0.1126658331292371;1e-04;0.8854166865348816;0.3201183130343755
187;0.9895833;0.111797829469045;1e-04;0.8958333134651184;0.30730170880754787
188;0.9895833;0.11263107733490567;1e-04;0.8802083134651184;0.31378694251179695
189;0.98567706;0.11342062226807077;1e-04;0.8802083134651184;0.3102414595584075
190;0.9895833;0.10629432089626789;1e-04;0.8854166865348816;0.3165023749073346
191;0.98307294;0.11255179586199422;1e-04;0.8854166865348816;0.29627378284931183
192;0.98828125;0.10694893829834957;1e-04;0.90625;0.29241807386279106
193;0.9921875;0.10528569955689211;1e-04;0.890625;0.2872411472102006
194;0.98828125;0.10681315239829321;1e-04;0.890625;0.29369304825862247
195;0.9921875;0.10081980400718749;1e-04;0.890625;0.29416975130637485
196;0.98828125;0.10557608197753628;1e-04;0.9010416865348816;0.28667877862850827
197;0.99088544;0.10227002793302138;1e-04;0.9010416865348816;0.2876784602801005
198;0.9869792;0.10901247966103256;1e-04;0.8854166865348816;0.3037902203698953
199;0.99088544;0.10282532878530522;1e-04;0.8854166865348816;0.2863491711517175
200;0.98828125;0.10064327134750783;1e-04;0.8854166865348816;0.2954636886715889
201;0.9947917;0.09536442471047242;1e-04;0.8958333134651184;0.2866884097456932
202;0.9869792;0.09334725296745698;1e-04;0.9010416865348816;0.28812960162758827
203;0.99088544;0.09465036836142342;1e-04;0.8958333134651184;0.2895370361705621
204;0.9869792;0.09597182172971468;1e-04;0.890625;0.2925821493069331
205;0.99609375;0.09120191323260467;1e-04;0.890625;0.2925000550846259
206;0.98567706;0.09399647948642571;1e-04;0.890625;0.2892680416504542
207;0.99609375;0.09294814981209736;1e-04;0.9010416865348816;0.2784946709871292
208;0.99088544;0.09024292936859031;1e-04;0.9010416865348816;0.2801880327363809
209;0.9947917;0.08115942620982726;1e-04;0.9010416865348816;0.2808198779821396
210;0.9895833;0.08939465406971674;1e-04;0.9114583134651184;0.2825576675434907
211;0.9947917;0.08272156367699306;1e-04;0.90625;0.28113200267155963
212;0.99348956;0.08174011204391718;1e-04;0.90625;0.28440506135423976
213;0.99348956;0.08952616636330883;1e-04;0.90625;0.2753879713515441
214;0.99088544;0.08813520125113428;1e-04;0.9010416865348816;0.27457327644030255
215;0.9895833;0.08177098321417968;1e-04;0.890625;0.27717086176077527
216;0.99348956;0.08186400829193492;1e-04;0.8958333134651184;0.28099803626537323
217;0.9895833;0.08679981293001522;1e-04;0.890625;0.2787773845096429
218;0.99609375;0.0766546157343934;1e-04;0.9010416865348816;0.2701950507859389
219;0.99088544;0.0870867995545268;1e-04;0.9010416865348816;0.26919494941830635
220;0.9947917;0.07989128322030108;1e-04;0.8958333134651184;0.2805475729207198
221;0.99869794;0.07897879745966445;1e-04;0.9010416865348816;0.26550442973772687
222;0.98828125;0.08533640954798709;1e-04;0.90625;0.27163957183559734
223;0.9921875;0.07739864553635319;1e-04;0.890625;0.26028714949886006
224;0.9973958;0.07317259263557692;1e-04;0.9010416865348816;0.2629231624305248
225;0.99609375;0.07446754289170106;1e-04;0.9010416865348816;0.26549076413114864
226;0.99609375;0.07836567789005737;1e-04;0.9010416865348816;0.2603611256927252
227;0.99609375;0.07260364596731961;1e-04;0.90625;0.26419829701383907
228;0.9921875;0.07411865051835775;1e-04;0.9010416865348816;0.2565419351061185
229;0.9921875;0.0780596926342696;1e-04;0.890625;0.2785225411256154
230;0.99609375;0.06904085201676935;1e-04;0.9010416865348816;0.27140773336092633
231;0.9921875;0.07471302648385365;1e-04;0.8958333134651184;0.27075446024537086
232;0.99348956;0.07541734570016463;1e-04;0.90625;0.2597447683413823
233;0.99348956;0.07392299322721858;1e-04;0.8958333134651184;0.2725479155778885
234;0.9973958;0.07175926654599607;1e-04;0.8958333134651184;0.2538306713104248
235;0.9973958;0.07133292049790423;1e-04;0.890625;0.2551903501152992
236;0.9973958;0.06477584519113104;1e-04;0.8958333134651184;0.25252549971143406
237;0.99869794;0.07104534597601742;1e-04;0.9010416865348816;0.26549120992422104
238;0.9947917;0.07005932577885687;1e-04;0.9010416865348816;0.26383329927921295
239;0.99609375;0.06835758678304653;1e-04;0.90625;0.25922828291853267
240;0.9973958;0.06214579858351499;1e-04;0.90625;0.27870558947324753
241;0.9973958;0.0646002006639416;1e-04;0.9010416865348816;0.268239031235377
242;0.99869794;0.06396564534710099;1e-04;0.9010416865348816;0.2651512771844864
243;0.9973958;0.06250222190283239;1e-04;0.9114583134651184;0.26619628878931206
244;0.99609375;0.0636645540362224;1e-04;0.9114583134651184;0.2682197391986847
245;0.99869794;0.05598230155495306;1e-04;0.90625;0.26963079658647376
246;0.99609375;0.06194998378244539;1e-04;0.9010416865348816;0.2568091278274854
247;0.9973958;0.058615962392650545;2e-05;0.9010416865348816;0.25590762371818226
248;0.9973958;0.0641923628669853;2e-05;0.9010416865348816;0.2574021853506565
249;0.99609375;0.060133315001924835;2e-05;0.9010416865348816;0.25610751286149025
250;0.9973958;0.05637375319687029;2e-05;0.90625;0.2587084732949734
251;0.99869794;0.05914845872515192;2e-05;0.90625;0.2589243321369092
252;1.0;0.059284867718815804;2e-05;0.90625;0.2581436149775982
253;1.0;0.059325217618606985;2e-05;0.90625;0.25748142910500366
254;0.9947917;0.05637374745371441;2e-05;0.90625;0.25715146710475284
255;0.9973958;0.055193099775351584;2e-05;0.90625;0.2577344986299674
256;1.0;0.06040785492708286;2e-05;0.90625;0.25768733645478886
257;0.9947917;0.06375303177628666;4e-06;0.90625;0.25768369622528553
258;0.99869794;0.05636374943424016;4e-06;0.90625;0.25762552209198475
259;0.9973958;0.0608487717108801;4e-06;0.9010416865348816;0.25730663910508156
260;1.0;0.05727208960646143;4e-06;0.9010416865348816;0.2565819558997949
261;0.9947917;0.06158636568579823;4e-06;0.90625;0.25629805711408454
262;0.99609375;0.061620294814929366;4e-06;0.9010416865348816;0.25630620184044045
263;0.9947917;0.06282832376503696;4e-06;0.90625;0.25649017343918484
264;0.99869794;0.06070445943623781;4e-06;0.9010416865348816;0.2564432645837466
265;0.99869794;0.055475496842215456;4e-06;0.9010416865348816;0.2571472420046727
266;0.99869794;0.05925005344518771;4e-06;0.90625;0.25754236554106075
267;0.9947917;0.06376121495850384;1e-06;0.9010416865348816;0.2573031472663085
268;1.0;0.05957762726272146;1e-06;0.9010416865348816;0.25702977801362675
269;1.0;0.057447060476988554;1e-06;0.9010416865348816;0.2570923970391353
270;0.9973958;0.06168780274068316;1e-06;0.9010416865348816;0.25723449761668843
271;0.9947917;0.061938353503743805;1e-06;0.9010416865348816;0.257220521569252
272;0.9973958;0.05809032738519212;1e-06;0.9010416865348816;0.257481899112463
273;0.9973958;0.06305532238911837;1e-06;0.9010416865348816;0.2575374574710925
274;0.9921875;0.06256363490441193;1e-06;0.9010416865348816;0.257538457090656
275;0.9973958;0.05872136641604205;1e-06;0.9010416865348816;0.2575503922998905
276;0.99869794;0.05834367331893494;1e-06;0.9010416865348816;0.25765703804790974
277;0.9947917;0.05903969216160476;1e-06;0.9010416865348816;0.2576976493000984
278;0.99869794;0.06072840789177766;1e-06;0.9010416865348816;0.2573609780520201
279;0.9973958;0.058689968194812536;1e-06;0.9010416865348816;0.2574823647737503
280;0.9973958;0.05846737038033704;1e-06;0.9010416865348816;0.257642546047767
281;0.9947917;0.06001821676424394;1e-06;0.9010416865348816;0.25768784061074257
282;0.99609375;0.05570191901642829;1e-06;0.9010416865348816;0.2577803507447243
283;0.99609375;0.0625107150990516;1e-06;0.90625;0.25808782627185184
284;0.99869794;0.058861850877292454;1e-06;0.90625;0.25796888768672943
285;0.99869794;0.05636716994922608;1e-06;0.90625;0.25807644985616207
286;0.99609375;0.05874048526554058;1e-06;0.9010416865348816;0.2579967112590869
287;0.9947917;0.05866679677274078;1e-06;0.90625;0.2577428488681714
288;0.9973958;0.05781930855785807;1e-06;0.90625;0.2580816522240639
289;0.9973958;0.058480621742395066;1e-06;0.90625;0.2578536483148734
290;0.9947917;0.06407273358975847;1e-06;0.90625;0.2579546955724557
291;0.99609375;0.0594178312846149;1e-06;0.90625;0.25804548400143784
292;0.9973958;0.06029032892547548;1e-06;0.90625;0.25780183759828407
293;0.99869794;0.05850041448138654;1e-06;0.9010416865348816;0.2578127949188153
294;0.99348956;0.06091563783896466;1e-06;0.9010416865348816;0.25739293980101746
295;1.0;0.0546713003811116;1e-06;0.9010416865348816;0.25736814737319946
296;0.99869794;0.05681748366138587;1e-06;0.9010416865348816;0.2575182331105073
297;1.0;0.054273405694402754;1e-06;0.9010416865348816;0.25744371737043065
298;0.9973958;0.06158467886659006;1e-06;0.9010416865348816;0.2574266692002614
299;0.99348956;0.0614783427445218;1e-06;0.9010416865348816;0.2576623298227787
